period,start_date,end_date,trading_days,rsi_window,buy_rsi_below,sell_rsi_above,stop_loss_pct,position_sizing,position_sizing_mode,position_sizing_amount,transaction_cost_pct_per_side,slippage_pct_per_side,strategy_final_value,total_return_pct,annualized_return_pct,max_drawdown_pct,completed_trades,win_rate_pct,average_winning_trade_usd,average_losing_trade_usd,profit_factor,largest_losing_streak,exposure_days,exposure_pct,open_shares_at_end,skipped_signals_missing_open,buy_hold_final_value,buy_hold_return_pct,excess_return_vs_buy_hold_pp
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.05,11585.674018,15.85674018,1.46674819,6.9460979,18,44.44444444,388.479954,-152.216561,2.0417224,4,547,21.51848938,0.0,0,41165.697236,311.65697236,-295.80023218
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.05,10897.005289,8.97005289,1.44500181,3.61794683,6,66.66666667,288.118193,-127.733741,4.5112308,2,238,15.7615894,0.0,0,20453.932029,104.53932029,-95.56926739
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.05,11026.476425,10.26476425,1.97705873,6.9460979,14,42.85714286,372.049329,-150.727443,1.85126869,4,399,31.6918189,0.0,0,20498.161811,104.98161811,-94.71685386
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.05,10655.418804,6.55418804,1.11615626,4.91175785,6,50.0,359.463026,-140.990091,2.54956233,2,202,14.0472879,0.0,0,22024.915753,120.24915753,-113.69496949
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.1,14455.197539,44.55197539,1.10099102,13.14500243,54,44.44444444,394.74782,-167.291672,1.88771057,7,1925,22.72458978,0.0,0,317765.484718,3077.65484718,-3033.10287179
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.1,12522.314962,25.22314962,0.96031278,13.14500243,36,44.44444444,351.230691,-154.868805,1.81433926,7,1424,24.0175409,0.0,0,76886.242038,668.86242038,-643.63927076
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.1,11543.55052,15.4355052,1.43019141,6.96523605,18,44.44444444,384.738828,-153.436011,2.00598974,4,501,19.70889064,0.0,0,41124.552091,311.24552091,-295.81001571
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.1,10882.602052,8.82602052,1.42259582,3.62781082,6,66.66666667,285.102879,-128.904732,4.42346645,2,238,15.7615894,0.0,0,20433.488308,104.33488308,-95.50886256
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.1,10996.443442,9.96443442,1.9213477,6.96523605,14,42.85714286,368.576119,-151.876659,1.8201091,4,399,31.6918189,0.0,0,20477.673883,104.77673883,-94.81230441
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.05,0.1,10641.522016,6.41522016,1.09308613,4.63841052,6,50.0,356.353287,-142.512615,2.50050346,2,156,10.84840056,0.0,0,22002.901834,120.02901834,-113.61379817
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.0,15488.810136,54.88810136,1.30869968,12.9366884,54,46.2962963,413.967706,-167.599397,2.12929592,7,2137,25.2272459,0.0,0,318083.409165,3080.83409165,-3025.9459903
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.0,12592.135151,25.92135151,0.98416804,12.9366884,36,44.44444444,355.322009,-154.65085,1.83806043,7,1424,24.0175409,0.0,0,76963.166742,669.63166742,-643.71031591
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.0,12300.384287,23.00384287,2.06942441,6.96843997,18,50.0,411.547937,-155.949683,2.638979,4,713,28.04878049,0.0,0,41165.697215,311.65697215,-288.65312928
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.0,10894.388932,8.94388932,1.44093358,3.6295181,6,66.66666667,288.049015,-128.903563,4.46921726,2,238,15.7615894,0.0,0,20453.932019,104.53932019,-95.59543086
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.0,11017.213166,10.17213166,1.95988839,6.96843997,14,42.85714286,371.8553,-151.73983,1.83795827,4,399,31.6918189,0.0,0,20498.161801,104.98161801,-94.80948635
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.0,11320.894859,13.20894859,2.19290618,3.68243957,6,66.66666667,407.151041,-153.854653,5.29267114,1,368,25.59109875,0.0,0,22024.915742,120.24915742,-107.04020883
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.05,14415.370193,44.15370193,1.09270212,13.23872224,54,44.44444444,394.138016,-168.131407,1.87538081,7,1971,23.26761894,0.0,0,317765.484718,3077.65484718,-3033.50114525
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.05,12499.802982,24.99802982,0.95259402,13.23872224,36,44.44444444,350.904461,-155.73342,1.80259041,7,1424,24.0175409,0.0,0,76886.242038,668.86242038,-643.86439055
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.05,11532.477923,15.32477923,1.42056214,6.98755387,18,44.44444444,384.490161,-154.344337,1.99289547,4,547,21.51848938,0.0,0,41124.552091,311.24552091,-295.92074168
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.05,10879.99146,8.7999146,1.41853208,3.63937072,6,66.66666667,285.034487,-130.073244,4.38267669,2,238,15.7615894,0.0,0,20433.488308,104.33488308,-95.53496849
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.05,10987.213554,9.87213554,1.90420186,6.98755387,14,42.85714286,368.383759,-152.886125,1.80714777,4,399,31.6918189,0.0,0,20477.673883,104.77673883,-94.90460329
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.05,10638.969255,6.38969255,1.08884558,4.95567975,6,50.0,356.267802,-143.278051,2.48654836,2,202,14.0472879,0.0,0,22002.901834,120.02901834,-113.63932578
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.1,14257.734949,42.57734949,1.05967545,13.5471667,54,44.44444444,388.50123,-168.876485,1.84040414,7,1925,22.72458978,0.0,0,317447.877878,3074.47877878,-3031.90142929
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.1,12408.195715,24.08195715,0.92104641,13.5471667,36,44.44444444,346.520186,-156.806363,1.76788839,7,1424,24.0175409,0.0,0,76809.394181,668.09394181,-644.01198466
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.1,11490.578709,14.90578709,1.38404895,7.00666814,18,44.44444444,380.767137,-155.555839,1.95822742,4,501,19.70889064,0.0,0,41083.44807,310.8344807,-295.92869362
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.1,10865.62127,8.6562127,1.39614838,3.64922456,6,66.66666667,282.02671,-131.242784,4.29778615,2,238,15.7615894,0.0,0,20413.065022,104.13065022,-95.47443751
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.1,10957.30957,9.5730957,1.84857171,7.00666814,14,42.85714286,364.923051,-154.028592,1.77689275,4,399,31.6918189,0.0,0,20457.206433,104.57206433,-94.99896863
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,25pct_equity,equity_fraction,0.25,0.1,0.1,10625.104142,6.25104142,1.06579868,4.68265978,6,50.0,353.165968,-144.797921,2.43902651,2,156,10.84840056,0.0,0,21980.909917,119.80909917,-113.55805775
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.0,24211.960007,142.11960007,2.66257817,23.16464524,54,46.2962963,1022.200223,-391.139502,2.25292277,7,2137,25.2272459,0.0,0,318720.212787,3087.20212787,-2945.0825278
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.0,16012.011714,60.12011714,2.02040612,23.16464524,36,44.44444444,796.98376,-336.986422,1.89202581,7,1424,24.0175409,0.0,0,77117.247156,671.17247156,-611.05235442
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.0,15121.123091,51.21123091,4.17566258,13.34587106,18,50.0,888.448666,-319.43499,2.78131293,4,713,28.04878049,0.0,0,41248.111024,312.48111024,-261.26987932
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.0,11901.408324,19.01408324,2.94983415,7.03452827,6,66.66666667,598.789581,-246.875,4.85095357,2,238,15.7615894,0.0,0,20494.880831,104.94880831,-85.93472508
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.0,12158.720817,21.58720817,3.99389497,13.34587106,14,42.85714286,770.06834,-307.711153,1.87692662,4,399,31.6918189,0.0,0,20539.199162,105.39199162,-83.80478345
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.0,12801.518612,28.01518612,4.41287969,7.13720986,6,66.66666667,854.100562,-307.441817,5.5561769,1,368,25.59109875,0.0,0,22069.009668,120.69009668,-92.67491056
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.05,21017.563337,110.17563337,2.23183046,23.66512885,54,44.44444444,947.087462,-390.417859,1.94066422,7,1971,23.26761894,0.0,0,318401.651855,3084.01651855,-2973.84088518
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.05,15780.670431,57.80670431,1.95733795,23.66512885,36,44.44444444,784.137795,-338.276715,1.85442926,7,1424,24.0175409,0.0,0,77040.168448,670.40168448,-612.59498018
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.05,13318.549062,33.18549062,2.87563702,13.38404858,18,44.44444444,806.674724,-313.484873,2.05859942,4,547,21.51848938,0.0,0,41206.883526,312.06883526,-278.88334464
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.05,11870.552763,18.70552763,2.90520982,7.05498514,6,66.66666667,592.233362,-249.190343,4.75326094,2,238,15.7615894,0.0,0,20474.396193,104.74396193,-86.0384343
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.05,12093.484946,20.93484946,3.88186258,13.38404858,14,42.85714286,761.816348,-309.676643,1.84502859,4,399,31.6918189,0.0,0,20518.670227,105.18670227,-84.25185281
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.05,11327.561118,13.27561118,2.20342504,9.50545,6,50.0,717.97221,-275.451837,2.6065254,2,202,14.0472879,0.0,0,22046.951687,120.46951687,-107.19390569
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.1,20565.826553,105.65826553,2.16584297,24.17255294,54,44.44444444,927.663702,-389.936743,1.9032086,7,1925,22.72458978,0.0,0,318083.409165,3080.83409165,-2975.17582613
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.1,15552.738943,55.52738943,1.89432752,24.17255294,36,44.44444444,771.465038,-339.535083,1.81769738,7,1424,24.0175409,0.0,0,76963.166742,669.63166742,-614.10427799
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.1,13223.28281,32.2328281,2.80260271,13.42221959,18,44.44444444,797.32646,-315.532887,2.02153625,4,501,19.70889064,0.0,0,41165.697215,311.65697215,-279.42414405
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.1,11839.787585,18.39787585,2.86061992,7.075443,6,66.66666667,585.699457,-251.505122,4.65755491,2,238,15.7615894,0.0,0,20453.932019,104.53932019,-86.14144433
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.1,12028.614998,20.28614998,3.76997837,13.42221959,14,42.85714286,753.606651,-311.628114,1.8137163,4,399,31.6918189,0.0,0,20498.161801,104.98161801,-84.69546803
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.0,0.1,11298.488544,12.98488544,2.1575132,8.99436368,6,50.0,711.244236,-278.414722,2.55462151,2,156,10.84840056,0.0,0,22024.915742,120.24915742,-107.26427199
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.0,23557.773542,135.57773542,2.57904781,23.83218912,54,46.2962963,997.267957,-392.204324,2.19200479,7,2137,25.2272459,0.0,0,318401.651855,3084.01651855,-2948.43878313
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.0,15723.151951,57.23151951,1.94151989,23.83218912,36,44.44444444,782.632295,-339.948239,1.84176814,7,1424,24.0175409,0.0,0,77040.168448,670.40168448,-613.17016497
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.0,14982.856882,49.82856882,4.08103392,13.42620906,18,50.0,876.950418,-323.299653,2.71250033,4,713,28.04878049,0.0,0,41206.883526,312.06883526,-262.24026644
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.0,11864.774749,18.64774749,2.89684273,7.07760847,6,66.66666667,591.945092,-251.502809,4.70726427,2,238,15.7615894,0.0,0,20474.396193,104.74396193,-86.09621444
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.0,12072.894636,20.72894636,3.84640161,13.42620906,14,42.85714286,761.01253,-311.647568,1.8314258,4,399,31.6918189,0.0,0,20518.670227,105.18670227,-84.45775591
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.0,12761.698078,27.61698078,4.35601934,7.18019073,6,66.66666667,846.486026,-312.123013,5.42405393,1,368,25.59109875,0.0,0,22046.951687,120.46951687,-92.85253609
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.05,20451.086912,104.51086912,2.14885842,24.33837703,54,44.44444444,924.630581,-391.334901,1.89020827,7,1971,23.26761894,0.0,0,318083.409324,3080.83409324,-2976.32322412
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.05,15496.09417,54.9609417,1.87853123,24.33837703,36,44.44444444,769.989969,-341.187266,1.80543659,7,1424,24.0175409,0.0,0,76963.16678,669.6316678,-614.6707261
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.05,13197.575265,31.97575265,2.78281322,13.46432959,18,44.44444444,796.272785,-317.260702,2.00786995,4,547,21.51848938,0.0,0,41165.697236,311.65697236,-279.68121971
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.05,11834.028921,18.34028921,2.8522628,7.09804423,6,66.66666667,585.414586,-253.814711,4.61292872,2,238,15.7615894,0.0,0,20453.932029,104.53932029,-86.19903108
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.05,12008.150649,20.08150649,3.73458245,13.46432959,14,42.85714286,752.811211,-313.589577,1.80046931,4,399,31.6918189,0.0,0,20498.161811,104.98161811,-84.90011162
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.05,11292.993158,12.92993158,2.14882385,9.59135439,6,50.0,710.898302,-279.900583,2.5398243,2,202,14.0472879,0.0,0,22024.915753,120.24915753,-107.31922596
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.1,20011.737496,100.11737496,2.08295661,24.86541752,54,44.44444444,905.659215,-390.802789,1.85394627,7,1925,22.72458978,0.0,0,317765.484718,3077.65484718,-2977.53747222
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.1,15272.381511,52.72381511,1.81560024,24.86541752,36,44.44444444,757.517732,-342.39511,1.76992652,7,1424,24.0175409,0.0,0,76886.242038,668.86242038,-616.13860526
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.1,13103.220006,31.03220006,2.70988023,13.50244362,18,44.44444444,787.003768,-319.281014,1.97194004,4,501,19.70889064,0.0,0,41124.552091,311.24552091,-280.21332085
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.1,11803.373123,18.03373123,2.80771725,7.11848098,6,66.66666667,578.906306,-256.126051,4.52047969,2,238,15.7615894,0.0,0,20433.488308,104.33488308,-86.30115186
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.1,11943.769671,19.43769671,3.62291116,13.50244362,14,42.85714286,744.651891,-315.517709,1.77007154,4,399,31.6918189,0.0,0,20477.673883,104.77673883,-85.33904212
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.05,0.1,11264.023332,12.64023332,2.10295878,9.08099907,6,50.0,704.197164,-282.856054,2.48959552,2,156,10.84840056,0.0,0,22002.901834,120.02901834,-107.38878501
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.0,22921.570812,129.21570812,2.49562637,24.50387937,54,46.2962963,972.954138,-393.18216,2.13324421,7,2137,25.2272459,0.0,0,318083.409165,3080.83409165,-2951.61838353
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.0,15439.641716,54.39641716,1.86273346,24.50387937,36,44.44444444,768.518903,-342.833036,1.79333686,7,1424,24.0175409,0.0,0,76963.166742,669.63166742,-615.23525026
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.0,14845.92145,48.4592145,3.98653729,13.50642942,18,50.0,865.560601,-327.124885,2.6459638,4,713,28.04878049,0.0,0,41165.697215,311.65697215,-263.19775766
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.0,11828.271621,18.28271621,2.84390428,7.12064551,6,66.66666667,585.129777,-256.123743,4.5691178,2,238,15.7615894,0.0,0,20453.932019,104.53932019,-86.25660397
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.0,11987.716065,19.87716065,3.69918985,13.50642942,14,42.85714286,752.016686,-315.548006,1.78740636,4,399,31.6918189,0.0,0,20498.161801,104.98161801,-85.10445736
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.0,12722.020387,27.22020387,4.29921716,7.22312853,6,66.66666667,838.901002,-316.79181,5.2962291,1,368,25.59109875,0.0,0,22024.915742,120.24915742,-93.02895355
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.05,19900.146054,99.00146054,2.0659945,25.02964252,54,44.44444444,902.712862,-392.165421,1.84149405,7,1971,23.26761894,0.0,0,317765.484718,3077.65484718,-2978.65338664
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.05,15216.786182,52.16786182,1.79982421,25.02964252,36,44.44444444,756.076477,-344.021872,1.7582056,7,1424,24.0175409,0.0,0,76886.242038,668.86242038,-616.69455856
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.05,13077.758875,30.77758875,2.69011868,13.54449306,18,44.44444444,785.964669,-320.995848,1.95881579,4,547,21.51848938,0.0,0,41124.552091,311.24552091,-280.46793216
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.05,11797.635097,17.97635097,2.79936869,7.14106018,6,66.66666667,578.62488,-258.432211,4.47796253,2,238,15.7615894,0.0,0,20433.488308,104.33488308,-86.35853212
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.05,11923.460045,19.23460045,3.58758347,13.54449306,14,42.85714286,743.865671,-317.466747,1.75734705,4,399,31.6918189,0.0,0,20477.673883,104.77673883,-85.54213838
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.05,11258.547503,12.58547503,2.0942785,9.67713213,6,50.0,703.85483,-284.338996,2.47540732,2,202,14.0472879,0.0,0,22002.901834,120.02901834,-107.44354331
full_history,1993-01-29,2026-09-24,8471,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.1,19472.838684,94.72838684,2.00017825,25.56469949,54,44.44444444,884.182266,-391.584523,1.80636816,7,1925,22.72458978,0.0,0,317447.877878,3074.47877878,-2979.75039195
development_70pct,1993-01-29,2016-08-12,5929,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.1,14997.212349,49.97212349,1.73697255,25.56469949,36,44.44444444,743.801083,-345.180249,1.72385549,7,1424,24.0175409,0.0,0,76809.394181,668.09394181,-618.12181832
holdout_30pct,2016-08-15,2026-09-24,2542,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.1,12984.305503,29.84305503,2.61728687,13.58255021,18,44.44444444,776.774112,-322.988739,1.92396581,4,501,19.70889064,0.0,0,41083.44807,310.8344807,-280.99142567
2010-2015,2010-01-04,2015-12-31,1510,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.1,11767.088252,17.67088252,2.75486745,7.16147584,6,66.66666667,572.142122,-260.740117,4.38860063,2,238,15.7615894,0.0,0,20413.065022,104.13065022,-86.4597677
2016-2020,2016-01-04,2020-12-31,1259,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.1,11859.564145,18.59564145,3.47612464,13.58255021,14,42.85714286,735.756359,-319.371751,1.72782116,4,399,31.6918189,0.0,0,20457.206433,104.57206433,-85.97642288
2021-2026,2021-01-04,2026-09-24,1438,14,30.0,70.0,5.0,50pct_equity,equity_fraction,0.5,0.1,0.1,11229.680027,12.29680027,2.04846014,9.16750664,6,50.0,697.180416,-287.287074,2.42677266,2,156,10.84840056,0.0,0,21980.909917,119.80909917,-107.51229889
