evaluation_period,trade_number,side,signal_date,entry_date,entry_price,atr14_on_signal,stop_price,target_price,exit_date,exit_price,exit_reason,units_eur,risk_usd,pnl_usd,r_multiple,duration_sessions,balance_before,balance_after
full_history,62,LONG,2011-01-26,2011-01-27,1.37080193,0.01687593,1.34548803,1.42142972,2011-02-14,1.34548803,stop,433.64663559,10.97728548,-10.97728548,-1.00000000,13,1097.72854821,1086.75126273
full_history,63,LONG,2011-03-21,2011-03-22,1.42184806,0.01484218,1.39958480,1.46637459,2011-04-27,1.46637459,target_gap,488.13654968,10.86751263,21.73502525,2.00000000,27,1086.75126273,1108.48628798
full_history,64,LONG,2011-04-27,2011-04-28,1.47799993,0.01534234,1.45498641,1.52402695,2011-05-06,1.45401680,gap_through_stop,481.66758311,11.08486288,-11.55189189,-1.04213214,7,1108.48628798,1096.93439609
full_history,65,LONG,2011-06-06,2011-06-07,1.45815098,0.01754441,1.43183437,1.51078420,2011-06-15,1.43183437,stop,416.82207513,10.96934396,-10.96934396,-1.00000000,7,1096.93439609,1085.96505213
full_history,66,SHORT,2011-09-06,2011-09-07,1.40038371,0.01844321,1.42804852,1.34505409,2011-09-22,1.34505409,target,392.54380118,10.85965052,21.71930104,2.00000000,12,1085.96505213,1107.68435318
full_history,67,SHORT,2011-11-24,2011-11-25,1.33280027,0.01954494,1.36211768,1.27416545,2012-01-06,1.27416545,target,377.82479885,11.07684353,22.15368706,2.00000000,31,1107.68435318,1129.83804024
full_history,68,SHORT,2012-01-09,2012-01-10,1.27759600,0.01441841,1.29922361,1.23434076,2012-01-23,1.29922361,stop,522.40521272,11.29838040,-11.29838040,-1.00000000,10,1129.83804024,1118.53965984
full_history,69,LONG,2012-02-29,2012-03-01,1.33262265,0.01960935,1.30320862,1.39145070,2012-03-14,1.30320862,stop,380.27425122,11.18539660,-11.18539660,-1.00000000,10,1118.53965984,1107.35426324
full_history,70,SHORT,2012-05-07,2012-05-08,1.30616510,0.01115856,1.32290294,1.27268942,2012-05-16,1.27268942,target,661.58733979,11.07354263,22.14708526,2.00000000,7,1107.35426324,1129.50134850
full_history,71,SHORT,2012-05-16,2012-05-17,1.27338254,0.01109654,1.29002736,1.24009292,2012-05-30,1.24009292,target,678.59068629,11.29501349,22.59002697,2.00000000,10,1129.50134850,1152.09137547
full_history,72,SHORT,2012-05-31,2012-06-01,1.23609388,0.01158744,1.25347504,1.20133156,2012-06-05,1.25347504,stop,662.83921826,11.52091375,-11.52091375,-1.00000000,3,1152.09137547,1140.57046172
full_history,73,SHORT,2012-07-09,2012-07-10,1.23180020,0.01422877,1.25314335,1.18911390,2012-08-23,1.25344694,gap_through_stop,534.39649819,11.40570462,-11.56794101,-1.01422414,33,1140.57046172,1129.00252071
full_history,74,LONG,2012-09-14,2012-09-17,1.31164753,0.01290233,1.29229403,1.35035454,2012-09-24,1.29229403,stop,583.35826074,11.29002521,-11.29002521,-1.00000000,6,1129.00252071,1117.71249550
full_history,75,LONG,2012-10-17,2012-10-18,1.31164753,0.01193713,1.29374184,1.34745893,2012-10-24,1.29374184,stop,624.22176404,11.17712495,-11.17712495,-1.00000000,5,1117.71249550,1106.53537054
full_history,76,LONG,2012-12-05,2012-12-06,1.30701864,0.00929792,1.29307175,1.33491240,2012-12-07,1.29307175,stop,793.39259238,11.06535371,-11.06535371,-1.00000000,2,1106.53537054,1095.47001684
full_history,77,LONG,2012-12-17,2012-12-18,1.31648242,0.00968615,1.30195319,1.34554088,2013-01-04,1.30195319,stop,753.97665687,10.95470017,-10.95470017,-1.00000000,14,1095.47001684,1084.51531667
full_history,78,LONG,2013-02-01,2013-02-04,1.36472189,0.01087482,1.34840967,1.39734635,2013-02-05,1.34840967,stop,664.84805403,10.84515317,-10.84515317,-1.00000000,2,1084.51531667,1073.67016350
full_history,79,SHORT,2013-03-18,2013-03-19,1.29449844,0.01203591,1.31255231,1.25839071,2013-04-11,1.31255231,stop,594.70370044,10.73670164,-10.73670164,-1.00000000,18,1073.67016350,1062.93346187
full_history,80,SHORT,2013-05-15,2013-05-16,1.28839409,0.01155941,1.30573320,1.25371587,2013-05-30,1.30573320,stop,613.02651820,10.62933462,-10.62933462,-1.00000000,11,1062.93346187,1052.30412725
full_history,81,LONG,2013-07-26,2013-07-29,1.32865644,0.01131801,1.31167942,1.36261047,2013-09-05,1.31167942,stop,619.84041085,10.52304127,-10.52304127,-1.00000000,29,1052.30412725,1041.78108598
full_history,82,LONG,2013-09-19,2013-09-20,1.35349143,0.00917285,1.33973215,1.38100999,2013-10-24,1.38100999,target,757.14796285,10.41781086,20.83562172,2.00000000,24,1041.78108598,1062.61670770
full_history,83,LONG,2013-12-06,2013-12-09,1.37082076,0.00910946,1.35715657,1.39814914,2014-01-09,1.35715657,stop,777.66547853,10.62616708,-10.62616708,-1.00000000,24,1062.61670770,1051.99054062
full_history,84,LONG,2014-03-07,2014-03-10,1.38775170,0.00906643,1.37415205,1.41495100,2014-03-28,1.37415205,stop,773.54224309,10.51990541,-10.51990541,-1.00000000,15,1051.99054062,1041.47063521
full_history,85,SHORT,2014-07-18,2014-07-21,1.35319829,0.00572829,1.36179073,1.33601342,2014-08-06,1.33601342,target,1212.07826795,10.41470635,20.82941270,2.00000000,13,1041.47063521,1062.30004792
full_history,86,SHORT,2014-08-21,2014-08-22,1.32795072,0.00622724,1.33729157,1.30926900,2014-09-04,1.30926900,target,1137.26176674,10.62300048,21.24600096,2.00000000,10,1062.30004792,1083.54604888
full_history,87,SHORT,2014-09-09,2014-09-10,1.29399586,0.00779569,1.30568939,1.27060880,2014-09-25,1.27060880,target,926.62010506,10.83546049,21.67092098,2.00000000,12,1083.54604888,1105.21696985
full_history,88,SHORT,2014-09-29,2014-09-30,1.26909995,0.00824060,1.28146086,1.24437814,2014-10-15,1.28146086,stop,894.12305065,11.05216970,-11.05216970,-1.00000000,12,1105.21696985,1094.16480016
full_history,89,SHORT,2014-11-07,2014-11-10,1.24618351,0.01137564,1.26324697,1.21205661,2014-12-31,1.21205661,target,641.23291563,10.94164800,21.88329600,2.00000000,38,1094.16480016,1116.04809616
full_history,90,SHORT,2015-01-01,2015-01-02,1.20886827,0.00926286,1.22276255,1.18107969,2015-01-07,1.18107969,target,803.24251648,11.16048096,22.32096192,2.00000000,4,1116.04809616,1138.36905808
full_history,91,SHORT,2015-01-07,2015-01-08,1.18389428,0.01013797,1.19910122,1.15348038,2015-01-16,1.15348038,target,748.58481573,11.38369058,22.76738116,2.00000000,7,1138.36905808,1161.13643924
full_history,92,SHORT,2015-01-23,2015-01-26,1.11408198,0.01502501,1.13661949,1.06900695,2015-01-27,1.13661949,stop,515.20162698,11.61136439,-11.61136439,-1.00000000,2,1161.13643924,1149.52507485
full_history,93,SHORT,2015-03-02,2015-03-03,1.11766803,0.01191726,1.13554392,1.08191626,2015-03-10,1.08191626,target,643.05905270,11.49525075,22.99050150,2.00000000,6,1149.52507485,1172.51557635
full_history,94,SHORT,2015-03-10,2015-03-11,1.07093906,0.01327733,1.09085506,1.03110707,2015-03-19,1.09085506,stop,588.73049701,11.72515576,-11.72515576,-1.00000000,7,1172.51557635,1160.79042058
full_history,95,SHORT,2015-07-20,2015-07-21,1.08348227,0.01354437,1.10379882,1.04284915,2015-07-27,1.10379882,stop,571.35188485,11.60790421,-11.60790421,-1.00000000,5,1160.79042058,1149.18251638
full_history,96,LONG,2015-08-21,2015-08-24,1.13779879,0.01259527,1.11890588,1.17558460,2015-08-28,1.11890588,stop,608.26128112,11.49182516,-11.49182516,-1.00000000,5,1149.18251638,1137.69069121
full_history,97,LONG,2015-10-15,2015-10-16,1.13669944,0.01135907,1.11966084,1.17077664,2015-10-22,1.11966084,stop,667.71366410,11.37690691,-11.37690691,-1.00000000,5,1137.69069121,1126.31378430
full_history,98,SHORT,2015-10-29,2015-10-30,1.09920311,0.01172161,1.11678552,1.06403828,2015-11-18,1.06403828,target,640.59110083,11.26313784,22.52627569,2.00000000,14,1126.31378430,1148.84005999
full_history,99,SHORT,2015-11-18,2015-11-19,1.06730413,0.01074012,1.08341432,1.03508376,2015-12-03,1.08341432,stop,713.11408156,11.48840060,-11.48840060,-1.00000000,11,1148.84005999,1137.35165939
full_history,100,LONG,2016-02-04,2016-02-05,1.11999643,0.01188219,1.10217315,1.15564299,2016-02-22,1.10217315,stop,638.12691226,11.37351659,-11.37351659,-1.00000000,12,1137.35165939,1125.97814279
full_history,101,LONG,2016-03-17,2016-03-18,1.13154173,0.01246148,1.11284950,1.16892618,2016-05-27,1.11284950,stop,602.37777908,11.25978143,-11.25978143,-1.00000000,51,1125.97814279,1114.71836137
full_history,102,SHORT,2016-05-30,2016-05-31,1.11500120,0.00838109,1.12757284,1.08985792,2016-06-03,1.12757284,stop,886.69295760,11.14718361,-11.14718361,-1.00000000,4,1114.71836137,1103.57117775
full_history,103,LONG,2016-08-19,2016-08-22,1.13007128,0.00882544,1.11683313,1.15654759,2016-08-29,1.11683313,stop,833.62914860,11.03571178,-11.03571178,-1.00000000,6,1103.57117775,1092.53546598
full_history,104,SHORT,2016-10-17,2016-10-18,1.10120034,0.00807960,1.11331975,1.07696153,2016-11-09,1.11331975,stop,901.47609699,10.92535466,-10.92535466,-1.00000000,17,1092.53546598,1081.61011132
full_history,105,SHORT,2016-11-14,2016-11-15,1.07469106,0.01057120,1.09054786,1.04297744,2016-12-15,1.04297744,target,682.11091632,10.81610111,21.63220223,2.00000000,23,1081.61011132,1103.24231354
full_history,106,SHORT,2016-12-15,2016-12-16,1.04177511,0.01241658,1.06039998,1.00452536,2017-01-05,1.06039998,stop,592.34892424,11.03242314,-11.03242314,-1.00000000,15,1103.24231354,1092.20989041
full_history,107,LONG,2017-03-27,2017-03-28,1.08627164,0.00787139,1.07446456,1.10988580,2017-03-29,1.07446456,stop,925.04654310,10.92209890,-10.92209890,-1.00000000,2,1092.20989041,1081.28779150
full_history,108,LONG,2017-05-05,2017-05-08,1.09669566,0.00751113,1.08542897,1.11922904,2017-05-11,1.08542897,stop,959.72086542,10.81287792,-10.81287792,-1.00000000,4,1081.28779150,1070.47491359
full_history,109,LONG,2017-05-17,2017-05-18,1.11542404,0.00899822,1.10192671,1.14241869,2017-06-29,1.14241869,target,793.10146324,10.70474914,21.40949827,2.00000000,31,1070.47491359,1091.88441186
full_history,110,LONG,2017-06-30,2017-07-03,1.14250457,0.00851429,1.12973314,1.16804743,2017-07-24,1.16804743,target_gap,854.94301099,10.91884412,21.83768824,2.00000000,15,1091.88441186,1113.72210010
full_history,111,LONG,2017-07-24,2017-07-25,1.16388690,0.00913364,1.15018645,1.19128781,2017-08-28,1.19128781,target_gap,812.90896897,11.13722100,22.27444200,2.00000000,25,1113.72210010,1135.99654210
full_history,112,LONG,2017-08-28,2017-08-29,1.19651580,0.00978372,1.18184022,1.22586695,2017-09-26,1.18184022,stop,774.07295967,11.35996542,-11.35996542,-1.00000000,21,1135.99654210,1124.63657668
full_history,113,LONG,2018-01-15,2018-01-16,1.22699392,0.01054798,1.21117195,1.25863786,2018-04-26,1.21117195,stop,710.80687798,11.24636577,-11.24636577,-1.00000000,73,1124.63657668,1113.39021091
full_history,114,SHORT,2018-05-03,2018-05-04,1.19892573,0.00937856,1.21299358,1.17079005,2018-05-23,1.17079005,target,791.44353157,11.13390211,22.26780422,2.00000000,14,1113.39021091,1135.65801513
full_history,115,SHORT,2018-08-10,2018-08-13,1.13958812,0.00889631,1.15293258,1.11289918,2018-08-21,1.15293258,stop,851.03291259,11.35658015,-11.35658015,-1.00000000,7,1135.65801513,1124.30143498
full_history,116,SHORT,2018-10-04,2018-10-05,1.15175533,0.00902988,1.16530016,1.12466568,2018-11-12,1.12466568,target,830.05977920,11.24301435,22.48602870,2.00000000,27,1124.30143498,1146.78746368
full_history,117,SHORT,2018-11-13,2018-11-14,1.13160574,0.00839494,1.14419816,1.10642091,2018-11-19,1.14419816,stop,910.69698811,11.46787464,-11.46787464,-1.00000000,4,1146.78746368,1135.31958904
full_history,118,LONG,2019-01-10,2019-01-11,1.15151656,0.00913998,1.13780658,1.17893651,2019-01-17,1.13780658,stop,828.09735284,11.35319589,-11.35319589,-1.00000000,5,1135.31958904,1123.96639315
full_history,119,SHORT,2019-03-08,2019-03-11,1.12310338,0.00669900,1.13315188,1.10300638,2019-03-14,1.13328576,gap_through_stop,1118.54151715,11.23966393,-11.38941553,-1.01332349,4,1123.96639315,1112.57697762
full_history,120,SHORT,2019-04-25,2019-04-26,1.11370981,0.00604321,1.12277462,1.09558019,2019-04-30,1.12277462,stop,1227.35854817,11.12576978,-11.12576978,-1.00000000,3,1112.57697762,1101.45120784
full_history,121,LONG,2019-06-24,2019-06-25,1.14001691,0.00683765,1.12976044,1.16052987,2019-07-02,1.12870634,gap_through_stop,1073.90795004,11.01451208,-12.14651898,-1.10277413,6,1101.45120784,1089.30468886
full_history,122,SHORT,2019-08-01,2019-08-02,1.10818064,0.00587999,1.11700063,1.09054067,2019-08-05,1.11700063,stop,1235.04159272,10.89304689,-10.89304689,-1.00000000,2,1089.30468886,1078.41164197
full_history,123,SHORT,2019-09-27,2019-09-30,1.09416366,0.00695083,1.10458990,1.07331117,2019-10-11,1.10458990,stop,1034.32423262,10.78411642,-10.78411642,-1.00000000,10,1078.41164197,1067.62752555
full_history,124,LONG,2019-12-12,2019-12-13,1.11834311,0.00475382,1.11121238,1.13260458,2019-12-18,1.11121238,stop,1497.22038139,10.67627526,-10.67627526,-1.00000000,4,1067.62752555,1056.95125030
full_history,125,SHORT,2020-02-13,2020-02-14,1.08459866,0.00568422,1.09312499,1.06754599,2020-02-27,1.09312499,stop,1239.63160070,10.56951250,-10.56951250,-1.00000000,10,1056.95125030,1046.38173780
full_history,126,LONG,2020-03-09,2020-03-10,1.13974392,0.01040846,1.12413123,1.17096931,2020-03-12,1.12413123,stop,670.21221012,10.46381738,-10.46381738,-1.00000000,3,1046.38173780,1035.91792042
full_history,127,LONG,2020-05-29,2020-06-01,1.11145687,0.00996314,1.09651216,1.14134628,2020-07-15,1.14134628,target,693.16712807,10.35917920,20.71835841,2.00000000,33,1035.91792042,1056.63627883
full_history,128,LONG,2020-07-15,2020-07-16,1.14173496,0.00906341,1.12813985,1.16892518,2020-07-27,1.16892518,target,777.21781700,10.56636279,21.13272558,2.00000000,8,1056.63627883,1077.76900440
full_history,129,LONG,2020-07-27,2020-07-28,1.17665052,0.00947464,1.16243856,1.20507445,2020-09-25,1.16243856,stop,758.35334766,10.77769004,-10.77769004,-1.00000000,44,1077.76900440,1066.99131436
full_history,130,LONG,2020-11-09,2020-11-10,1.18232656,0.00986753,1.16752527,1.21192913,2020-12-03,1.21192913,target,720.87728969,10.66991314,21.33982629,2.00000000,18,1066.99131436,1088.33114065
full_history,131,LONG,2020-12-03,2020-12-04,1.21453547,0.00868359,1.20151009,1.24058624,2021-02-03,1.20151009,stop,835.54638742,10.88331141,-10.88331141,-1.00000000,44,1088.33114065,1077.44782924
full_history,132,SHORT,2021-03-25,2021-03-26,1.17760670,0.00821022,1.18992203,1.15297605,2021-04-07,1.18992203,stop,874.88387482,10.77447829,-10.77447829,-1.00000000,9,1077.44782924,1066.67335095
full_history,133,LONG,2021-04-29,2021-04-30,1.21248865,0.00671439,1.20241707,1.23263182,2021-05-03,1.20241707,stop,1059.09196717,10.66673351,-10.66673351,-1.00000000,2,1066.67335095,1056.00661744
full_history,134,LONG,2021-05-10,2021-05-11,1.21421111,0.00810628,1.20205168,1.23852996,2021-06-17,1.19918454,gap_through_stop,868.46752609,10.56006617,-13.05008752,-1.23579600,28,1056.00661744,1042.95652991
full_history,135,SHORT,2021-07-14,2021-07-15,1.18333387,0.00709698,1.19397934,1.16204295,2021-09-29,1.16204295,target,979.71930040,10.42956530,20.85913060,2.00000000,55,1042.95652991,1063.81566051
full_history,136,SHORT,2021-09-30,2021-10-01,1.15742075,0.00608687,1.16655106,1.13916015,2021-10-19,1.16655106,stop,1165.14845394,10.63815661,-10.63815661,-1.00000000,13,1063.81566051,1053.17750391
full_history,137,SHORT,2021-11-11,2021-11-12,1.14478040,0.00722407,1.15561650,1.12310820,2021-11-23,1.12310820,target,971.91579026,10.53177504,21.06355008,2.00000000,8,1053.17750391,1074.24105399
full_history,138,SHORT,2022-01-27,2022-01-28,1.11461592,0.00766657,1.12611578,1.09161620,2022-02-01,1.12611578,stop,934.13404434,10.74241054,-10.74241054,-1.00000000,3,1074.24105399,1063.49864345
full_history,139,SHORT,2022-03-07,2022-03-08,1.08695650,0.01196184,1.10489926,1.05107099,2022-03-09,1.10489926,stop,592.71761676,10.63498643,-10.63498643,-1.00000000,2,1063.49864345,1052.86365701
full_history,140,SHORT,2022-04-08,2022-04-11,1.08849466,0.01062415,1.10443089,1.05662220,2022-04-27,1.05662220,target,660.67294715,10.52863657,21.05727314,2.00000000,13,1052.86365701,1073.92093015
full_history,141,SHORT,2022-04-27,2022-04-28,1.05550921,0.01101499,1.07203169,1.02246424,2022-05-24,1.07203169,stop,649.97546970,10.73920930,-10.73920930,-1.00000000,19,1073.92093015,1063.18172085
full_history,142,SHORT,2022-06-14,2022-06-15,1.04405928,0.01142211,1.06119244,1.00979295,2022-06-27,1.06119244,stop,620.54019405,10.63181721,-10.63181721,-1.00000000,9,1063.18172085,1052.54990364
full_history,143,SHORT,2022-07-12,2022-07-13,1.00331092,0.01244129,1.02197285,0.96598706,2022-07-19,1.02197285,stop,564.00917207,10.52549904,-10.52549904,-1.00000000,5,1052.54990364,1042.02440460
full_history,144,SHORT,2022-08-19,2022-08-22,1.00352240,0.01134726,1.02054329,0.96948061,2022-09-26,0.96948061,target_gap,612.20316204,10.42024405,20.84048809,2.00000000,26,1042.02440460,1062.86489270
full_history,145,SHORT,2022-09-26,2022-09-27,0.96237123,0.01308386,0.98199703,0.92311964,2022-09-30,0.98295557,gap_through_stop,541.56523334,10.62864893,-11.14776553,-1.04884126,4,1062.86489270,1051.71712717
full_history,146,LONG,2022-12-15,2022-12-16,1.06405616,0.01187079,1.04624998,1.09966852,2023-02-02,1.09966852,target_gap,590.64719076,10.51717127,21.03434254,2.00000000,35,1051.71712717,1072.75146971
full_history,147,LONG,2023-02-02,2023-02-03,1.09051251,0.00901729,1.07698658,1.11756439,2023-02-06,1.07698658,stop,793.10697604,10.72751470,-10.72751470,-1.00000000,2,1072.75146971,1062.02395501
full_history,148,LONG,2023-03-23,2023-03-24,1.08350575,0.01123281,1.06665653,1.11720419,2023-05-31,1.06665653,stop,630.31039397,10.62023955,-10.62023955,-1.00000000,49,1062.02395501,1051.40371546
full_history,149,LONG,2023-06-22,2023-06-23,1.09589040,0.00784062,1.08412948,1.11941225,2023-06-30,1.08412948,stop,893.98063800,10.51403715,-10.51403715,-1.00000000,6,1051.40371546,1040.88967831
full_history,150,LONG,2023-07-13,2023-07-14,1.12234700,0.00875550,1.10921375,1.14861348,2023-07-24,1.10921375,stop,792.56102323,10.40889678,-10.40889678,-1.00000000,7,1040.88967831,1030.48078153
full_history,151,SHORT,2023-08-25,2023-08-28,1.07973862,0.00766544,1.09123677,1.05674231,2023-08-30,1.09123677,stop,896.21413726,10.30480782,-10.30480782,-1.00000000,3,1030.48078153,1020.17597371
full_history,152,SHORT,2023-09-15,2023-09-18,1.06682599,0.00770246,1.07837968,1.04371860,2023-11-14,1.07837968,stop,882.98689299,10.20175974,-10.20175974,-1.00000000,42,1020.17597371,1009.97421397
full_history,153,LONG,2023-11-20,2023-11-21,1.09459484,0.00888707,1.08126423,1.12125605,2023-12-04,1.08126423,stop,757.63566932,10.09974214,-10.09974214,-1.00000000,10,1009.97421397,999.87447183
full_history,154,LONG,2023-12-27,2023-12-28,1.11086428,0.00796329,1.09891935,1.13475415,2024-01-02,1.09891935,stop,837.06979910,9.99874472,-9.99874472,-1.00000000,4,999.87447183,989.87572712
full_history,155,SHORT,2024-02-05,2024-02-06,1.07418311,0.00778886,1.08586639,1.05081653,2024-02-22,1.08586639,stop,847.25795350,9.89875727,-9.89875727,-1.00000000,13,989.87572712,979.97696984
full_history,156,LONG,2024-06-04,2024-06-05,1.08818662,0.00578242,1.07951299,1.10553389,2024-06-10,1.07788825,gap_through_stop,1129.83402127,9.79976970,-11.63545028,-1.18731875,4,979.97696984,968.34151957
full_history,157,LONG,2024-08-20,2024-08-21,1.11279273,0.00672547,1.10270452,1.13296914,2024-09-10,1.10270452,stop,959.87473319,9.68341520,-9.68341520,-1.00000000,15,968.34151957,958.65810437
full_history,158,LONG,2024-09-25,2024-09-26,1.11310232,0.00696330,1.10265737,1.13399221,2024-10-03,1.10265737,stop,917.81990868,9.58658104,-9.58658104,-1.00000000,6,958.65810437,949.07152333
full_history,159,SHORT,2024-10-16,2024-10-17,1.08624816,0.00606929,1.09535210,1.06804029,2024-11-11,1.06804029,target,1042.48472931,9.49071523,18.98143047,2.00000000,18,949.07152333,968.05295380
full_history,160,LONG,2025-03-05,2025-03-06,1.07949388,0.01054184,1.06368112,1.11111941,2025-04-03,1.11111941,target,612.19717899,9.68052954,19.36105908,2.00000000,21,968.05295380,987.41401287
full_history,161,LONG,2025-04-11,2025-04-14,1.13431418,0.01565427,1.11083277,1.18127700,2025-05-12,1.11083277,stop,420.50879889,9.87414013,-9.87414013,-1.00000000,19,987.41401287,977.53987274
full_history,162,LONG,2025-06-03,2025-06-04,1.13844645,0.01123369,1.12159591,1.17214753,2025-06-26,1.17214753,target,580.12377156,9.77539873,19.55079745,2.00000000,17,977.53987274,997.09067020
full_history,163,LONG,2025-06-26,2025-06-27,1.16922140,0.00963461,1.15476949,1.19812523,2025-07-29,1.15476949,stop,689.93680679,9.97090670,-9.97090670,-1.00000000,23,997.09067020,987.11976350
full_history,164,LONG,2025-09-09,2025-09-10,1.17027497,0.00854347,1.15745977,1.19590538,2025-10-09,1.15745977,stop,770.27228597,9.87119763,-9.87119763,-1.00000000,22,987.11976350,977.24856586
full_history,165,LONG,2025-12-11,2025-12-12,1.17413616,0.00608877,1.16500300,1.19240248,2026-01-09,1.16500300,stop,1070.00048936,9.77248566,-9.77248566,-1.00000000,19,977.24856586,967.47608020
full_history,166,LONG,2026-01-26,2026-01-27,1.18742287,0.00713665,1.17671790,1.20883282,2026-02-19,1.17671790,stop,903.76309372,9.67476080,-9.67476080,-1.00000000,18,967.47608020,957.80131940
full_history,167,SHORT,2026-03-09,2026-03-10,1.16166949,0.00864448,1.17463621,1.13573606,2026-04-14,1.17634594,gap_through_stop,738.66154794,9.57801319,-10.84093052,-1.13185588,26,957.80131940,946.96038888
full_history,168,SHORT,2026-06-08,2026-06-09,1.15279090,0.00646890,1.16249425,1.13338421,2026-06-24,1.13338421,target,975.91126149,9.46960389,18.93920778,2.00000000,12,946.96038888,965.89959666
development_70pct,1,LONG,2004-02-11,2004-02-12,1.28330171,0.01419579,1.26200802,1.32588909,2004-02-20,1.26200802,stop,469.62267050,10.00000000,-10.00000000,-1.00000000,7,1000.00000000,990.00000000
development_70pct,2,SHORT,2004-04-05,2004-04-06,1.20179307,0.01502283,1.22432732,1.15672459,2004-05-27,1.22432732,stop,439.33139519,9.90000000,-9.90000000,-1.00000000,38,990.00000000,980.10000000
development_70pct,3,LONG,2004-06-07,2004-06-08,1.23240733,0.01068339,1.21638225,1.26445750,2004-06-09,1.21638225,stop,611.60370410,9.80100000,-9.80100000,-1.00000000,2,980.10000000,970.29900000
development_70pct,4,LONG,2004-07-07,2004-07-08,1.23699605,0.01091648,1.22062134,1.26974549,2004-07-23,1.22062134,stop,592.55923938,9.70299000,-9.70299000,-1.00000000,12,970.29900000,960.59601000
development_70pct,5,LONG,2004-09-21,2004-09-22,1.23289359,0.00923196,1.21904565,1.26058946,2004-10-20,1.26058946,target,693.67448122,9.60596010,19.21192020,2.00000000,21,960.59601000,979.80793020
development_70pct,6,LONG,2004-10-20,2004-10-21,1.25800407,0.00897739,1.24453799,1.28493623,2004-11-04,1.28493623,target,727.61196013,9.79807930,19.59615860,2.00000000,10,979.80793020,999.40408880
development_70pct,7,LONG,2004-11-04,2004-11-05,1.28729951,0.01015800,1.27206251,1.31777352,2004-11-24,1.31777352,target,655.90599568,9.99404089,19.98808178,2.00000000,14,999.40408880,1019.39217058
development_70pct,8,LONG,2004-11-24,2004-11-25,1.31809616,0.00981778,1.30336949,1.34754950,2004-12-23,1.34754950,target,692.20825295,10.19392171,20.38784341,2.00000000,21,1019.39217058,1039.78001399
development_70pct,9,LONG,2004-12-23,2004-12-24,1.35140610,0.01109359,1.33476571,1.38468687,2005-01-04,1.33476571,stop,624.85333061,10.39780014,-10.39780014,-1.00000000,8,1039.78001399,1029.38221385
development_70pct,10,SHORT,2005-02-04,2005-02-07,1.28559494,0.01090620,1.30195424,1.25287634,2005-02-15,1.30195424,stop,629.23369416,10.29382214,-10.29382214,-1.00000000,7,1029.38221385,1019.08839171
development_70pct,11,LONG,2005-03-08,2005-03-09,1.33489966,0.00977431,1.32023820,1.36422259,2005-03-21,1.32023820,stop,695.07971829,10.19088392,-10.19088392,-1.00000000,9,1019.08839171,1008.89750780
development_70pct,12,SHORT,2005-04-04,2005-04-05,1.28490114,0.01025090,1.30027749,1.25414844,2005-04-18,1.30027749,stop,656.13578765,10.08897508,-10.08897508,-1.00000000,10,1008.89750780,998.80853272
development_70pct,13,SHORT,2005-05-12,2005-05-13,1.26770031,0.00964708,1.28217093,1.23875908,2005-05-31,1.23875908,target,690.23211773,9.98808533,19.97617065,2.00000000,13,998.80853272,1018.78470337
development_70pct,14,SHORT,2005-05-31,2005-06-01,1.23099649,0.00967442,1.24550812,1.20197322,2005-06-24,1.20197322,target,702.04689096,10.18784703,20.37569407,2.00000000,18,1018.78470337,1039.16039744
development_70pct,15,SHORT,2005-07-01,2005-07-04,1.19119942,0.01121922,1.20802825,1.15754177,2005-07-11,1.20802825,stop,617.48838174,10.39160397,-10.39160397,-1.00000000,6,1039.16039744,1028.76879347
development_70pct,16,LONG,2005-09-01,2005-09-02,1.24900079,0.01025768,1.23361427,1.27977382,2005-09-12,1.23361427,stop,668.61718879,10.28768793,-10.28768793,-1.00000000,7,1028.76879347,1018.48110553
development_70pct,17,SHORT,2005-09-23,2005-09-26,1.20260251,0.01002898,1.21764598,1.17251555,2005-10-06,1.21764598,stop,677.02505709,10.18481106,-10.18481106,-1.00000000,9,1018.48110553,1008.29629448
development_70pct,18,SHORT,2005-11-04,2005-11-07,1.18069327,0.01108294,1.19731768,1.14744444,2005-12-12,1.19731768,stop,606.51543681,10.08296294,-10.08296294,-1.00000000,26,1008.29629448,998.21333153
development_70pct,19,LONG,2006-01-06,2006-01-09,1.21400476,0.00949655,1.19975993,1.24249441,2006-02-03,1.19975993,stop,700.75503463,9.98213332,-9.98213332,-1.00000000,20,998.21333153,988.23119822
development_70pct,20,SHORT,2006-02-27,2006-02-28,1.18490434,0.00718724,1.19568519,1.16334263,2006-03-01,1.19568519,stop,916.65376521,9.88231198,-9.88231198,-1.00000000,2,988.23119822,978.34888623
development_70pct,21,LONG,2006-03-16,2006-03-17,1.21759665,0.00809283,1.20545741,1.24187514,2006-03-23,1.20545741,stop,805.93883970,9.78348886,-9.78348886,-1.00000000,5,978.34888623,968.56539737
development_70pct,22,LONG,2006-04-04,2006-04-05,1.22610617,0.00895048,1.21268044,1.25295761,2006-04-07,1.21268044,stop,721.42508776,9.68565397,-9.68565397,-1.00000000,3,968.56539737,958.87974340
development_70pct,23,LONG,2006-04-18,2006-04-19,1.23670542,0.00913666,1.22300043,1.26411540,2006-05-01,1.26411540,target,699.65737856,9.58879743,19.17759487,2.00000000,9,958.87974340,978.05733827
development_70pct,24,LONG,2006-05-04,2006-05-05,1.27019608,0.00968019,1.25567580,1.29923664,2006-06-13,1.25567580,stop,673.58018717,9.78057338,-9.78057338,-1.00000000,28,978.05733827,968.27676488
